%time,field.linear.x,field.linear.y,field.linear.z,field.angular.x,field.angular.y,field.angular.z
1536591067722273216,0.0142392695488,-0.0147829336141,0.0,0.0,0.0,0.1
1536591067762908404,0.00586861848552,-0.00610966752256,0.0,0.0,0.0,0.0980342671215
1536591067802474584,0.00587545850582,-0.00613901200701,0.0,0.0,0.0,0.0967202891951
1536591067842077939,0.00588062413351,-0.00616436505535,0.0,0.0,0.0,0.0841537314473
1536591067881804548,0.00588024118741,-0.00616182243487,0.0,0.0,0.0,0.0949927118853
1536591067881977660,0.00588431000991,-0.00618830149461,0.0,0.0,0.0,0.0905492728407
1536591067922974456,0.00588698006307,-0.00623417671795,0.0,0.0,0.0,0.0838215866432
1536591067987659272,0.00589131571473,-0.00627994238462,0.0,0.0,0.0,0.0950492524371
1536591068026500652,0.0058922262832,-0.00625716172064,0.0,0.0,0.0,0.0832090399125
1536591068067738167,0.0058951992622,-0.00627228163928,0.0,0.0,0.0,0.0801745209699
1536591068139778688,0.00591974449583,-0.0064248446109,0.0,0.0,0.0,0.0727950352438
1536591068200667323,0.00594697771189,-0.00643307633987,0.0,0.0,0.0,0.0529743510205
1536591068238450057,0.00594446586761,-0.00642007443283,0.0,0.0,0.0,0.0747532739448
1536591068294841587,0.00596854920872,-0.0064858563628,0.0,0.0,0.0,0.0581473495154
1536591068346308578,0.00598368850505,-0.00649193022514,0.0,0.0,0.0,-0.00352255070171
1536591068405366052,0.00600392718938,-0.00652158393146,0.0,0.0,0.0,0.0585643246939
1536591068529269806,0.00607633551056,-0.00664498736093,0.0,0.0,0.0,0.0357437892252
1536591068660039823,0.00613829018889,-0.00673296816628,0.0,0.0,0.0,0.0143721032435
1536591068698025253,0.00607862721176,-0.00665426913435,0.0,0.0,0.0,0.0133239675856
1536591068738657960,0.00608410316432,-0.0066702065,0.0,0.0,0.0,0.0410713299142
1536591068780162500,0.00610381605255,-0.00673521151752,0.0,0.0,0.0,0.012460036348
1536591068780490413,0.00609308281874,-0.00671768951051,0.0,0.0,0.0,-0.00384553207069
1536591068819533592,0.00609587546442,-0.0067317302059,0.0,0.0,0.0,-0.0120124226614
1536591068819702109,0.00609618266251,-0.00672758421007,0.0,0.0,0.0,-0.00482273237208
1536591068858784805,0.00610014572558,-0.00674379252253,0.0,0.0,0.0,-0.0200133953995
1536591068858828616,0.00610815495387,-0.00678911605099,0.0,0.0,0.0,-0.00496532891524
1536591068898217644,0.00610225703938,-0.00677605628225,0.0,0.0,0.0,-0.1
1536591068899125342,0.0061041763189,-0.00678675057705,0.0,0.0,0.0,-0.0337714062394
1536591068977577019,0.00611272559129,-0.00685573222079,0.0,0.0,0.0,-0.0355871638547
1536591069014094529,0.0061086566857,-0.00682921424288,0.0,0.0,0.0,-0.053121993436
1536591069053855729,0.0060797503866,-0.00684674300145,0.0,0.0,0.0,-0.1
1536591069112150945,0.0060607443848,-0.00684241768999,0.0,0.0,0.0,-0.0983355638501
1536591069175381115,0.00606365655296,-0.00683631552512,0.0,0.0,0.0,-0.0916942873061
1536591069252372927,0.00605705764319,-0.00682278751839,0.0,0.0,0.0,-0.0672197961876
1536591069287601494,0.00606487472651,-0.00682832959992,0.0,0.0,0.0,-0.0632947047111
1536591069287717420,0.006056040988,-0.0068204752787,0.0,0.0,0.0,-0.1
1536591069287727632,0.00605995542603,-0.00682397910179,0.0,0.0,0.0,-0.0738916581177
1536591069327284206,0.0060581886004,-0.00682321662383,0.0,0.0,0.0,-0.074841796465
1536591069327999456,0.00605269070106,-0.00681959088983,0.0,0.0,0.0,-0.0736054945763
