%time,field.linear.x,field.linear.y,field.linear.z,field.angular.x,field.angular.y,field.angular.z
3483191000000,0.0244613853837,0.0299626639988,-0.0208077560514,0.0,0.0,0.0247483326771
3483191000000,0.0245104872801,0.0299058925235,-0.0202423771742,0.0,0.0,0.0249247573219
3483191000000,0.0245490958337,0.029851268574,-0.0200848810073,0.0,0.0,0.025179653894
3483201000000,0.0245815649384,0.0298098628903,-0.0194511637902,0.0,0.0,0.0239888733554
3483207000000,0.0246265475288,0.0297602693034,-0.0177117710482,0.0,0.0,0.0238373618591
3483232000000,0.0246493768301,0.0296928792108,-0.0196091136795,0.0,0.0,0.0224407248275
3483232000000,0.0246923706423,0.0296487173041,-0.0182843993549,0.0,0.0,0.0219737561741
3483262000000,0.0247327150413,0.0296177043831,-0.0186435365828,0.0,0.0,0.0223318183193
3483262000000,0.0247981182735,0.02956594449,-0.018006035953,0.0,0.0,0.0230400804444
3483262000000,0.0248876059812,0.0294955646567,-0.0170987123535,0.0,0.0,0.023018522154
3483294000000,0.0249973049131,0.0294114082678,-0.0168895414558,0.0,0.0,0.023137594084
3483294000000,0.0250974507089,0.0292914709521,-0.0159208700645,0.0,0.0,0.0234075844706
3483295000000,0.0251999550842,0.0291447905055,-0.0164183331695,0.0,0.0,0.0234479218795
3483328000000,0.0253053083233,0.0289766032676,-0.0154209696928,0.0,0.0,0.0236569081536
3483328000000,0.0254248380136,0.0287933087167,-0.0149653283524,0.0,0.0,0.0239781810534
3483329000000,0.0255327250751,0.0285837752727,-0.0144017683654,0.0,0.0,0.0240057626416
3483329000000,0.0256343960722,0.0283513270367,-0.0139739126891,0.0,0.0,0.0240936137916
3483354000000,0.0257273767629,0.0281028736705,-0.0128891944655,0.0,0.0,0.0234427517773
3483354000000,0.0258124013757,0.0278274214204,-0.0130271363087,0.0,0.0,0.0230992579611
3483357000000,0.0258884146283,0.0275295929676,-0.012532031314,0.0,0.0,0.0233314948748
3483366000000,0.0259381619165,0.0272372254898,-0.0122856568711,0.0,0.0,0.0241306119673
3483397000000,0.0260064460612,0.0269854502096,-0.00956125284967,0.0,0.0,0.0229850044772
3483397000000,0.0260996333708,0.0267156905599,-0.00887216453442,0.0,0.0,0.0227994453399
3483428000000,0.0261970814926,0.0264495995012,-0.00910762744654,0.0,0.0,0.0226893182016
3483430000000,0.0262915370479,0.0261798988586,-0.0104525816823,0.0,0.0,0.0241482781306
3483430000000,0.0263535103476,0.0259103904664,-0.0099075841693,0.0,0.0,0.0246775198889
3483430000000,0.0263957105512,0.0256508547955,-0.00976927926241,0.0,0.0,0.0248932338032
3483467000000,0.0264213518114,0.0254079806029,-0.010041589333,0.0,0.0,0.0240783168171
3483468000000,0.0264914722508,0.025176990124,-0.0105547829919,0.0,0.0,0.0222555640165
3483468000000,0.0265752629551,0.0249330261654,-0.0114367350632,0.0,0.0,0.0219706352207
3483468000000,0.0266676816173,0.0246881998144,-0.0117208246595,0.0,0.0,0.0217004478368
3483503000000,0.0267636196291,0.0244354101441,-0.010647070131,0.0,0.0,0.0228402322762
3483503000000,0.0268346064233,0.0241828734882,-0.0103160987791,0.0,0.0,0.0234223613792
3483503000000,0.0269006781021,0.0239326350071,-0.00987335650974,0.0,0.0,0.0234952896735
3483506000000,0.0269585423114,0.0236799988502,-0.0104941234582,0.0,0.0,0.0241808597738
3483516000000,0.027027661222,0.0234195324002,-0.0089970699431,0.0,0.0,0.0234252278373
3483555000000,0.027056240413,0.0231603598721,-0.0125049657693,0.0,0.0,0.0256192771042
3483555000000,0.027052088606,0.0228941442393,-0.0135377994652,0.0,0.0,0.0263041880247
3483555000000,0.0270232920589,0.0226398459347,-0.014917479178,0.0,0.0,0.0267351468822
3483586000000,0.0269715296019,0.022399758648,-0.0162529451443,0.0,0.0,0.0260568839051
3483587000000,0.0269375963193,0.0221487927489,-0.0149290713744,0.0,0.0,0.0238162185482
3483587000000,0.0268967958534,0.0218831391381,-0.0168225152555,0.0,0.0,0.023627977997
3483587000000,0.0268650566921,0.0216217964767,-0.0158907123913,0.0,0.0,0.0234574151264
3483621000000,0.0268192449111,0.0213454519093,-0.023564328379,0.0,0.0,0.0256108373691
3483621000000,0.0267604049534,0.0210888432303,-0.022877064336,0.0,0.0,0.0264991312537
3483621000000,0.0266955203182,0.0208543484737,-0.0248639712206,0.0,0.0,0.0268311506948
3483626000000,0.0266340406399,0.0206379279013,-0.0252717361967,0.0,0.0,0.0264550638671
3483636000000,0.026544806283,0.0203943656635,-0.0283800719403,0.0,0.0,0.0266879141235
3483668000000,0.02648268771,0.0201355442093,-0.027974993635,0.0,0.0,0.0257096703551
3483668000000,0.0264619220922,0.0199067454833,-0.0283274543155,0.0,0.0,0.0255758021607
3483668000000,0.0264565316056,0.0196906540925,-0.0289731778428,0.0,0.0,0.025566617106
3483704000000,0.0264642642263,0.0194951842359,-0.0280847722145,0.0,0.0,0.0237297044588
3483704000000,0.0264524695561,0.0192781105839,-0.0290006282314,0.0,0.0,0.0225805433504
3483704000000,0.0264283017213,0.0190478382145,-0.0289029487934,0.0,0.0,0.0221206713971
3483727000000,0.0263934838496,0.0188094846233,-0.0291316308801,0.0,0.0,0.0216681506446
3483727000000,0.0263563524309,0.018520252296,-0.031657673746,0.0,0.0,0.0268465442449
3483727000000,0.0263411874344,0.0182275787361,-0.0316370383916,0.0,0.0,0.0274041387055
3483766000000,0.0263262820703,0.0179418604242,-0.0333521972681,0.0,0.0,0.0243549564084
3483766000000,0.0262839078221,0.017676795342,-0.0350970947957,0.0,0.0,0.0226768701583
