%time,field.linear.x,field.linear.y,field.linear.z,field.angular.x,field.angular.y,field.angular.z
680113000000,0.0,0.0,0.0,0.0,0.0,0.115042368571
680213000000,0.0,0.0,0.0,0.0,0.0,0.109640630086
680314000000,0.0,0.0,0.0,0.0,0.0,0.102929772271
680413000000,0.0,0.0,0.0,0.0,0.0,0.0941814422607
680514000000,0.0,0.0,0.0,0.0,0.0,0.0863287183974
680613000000,0.0,0.0,0.0,0.0,0.0,0.0793614705404
680714000000,0.0,0.0,0.0,0.0,0.0,0.0719896952311
680813000000,0.0,0.0,0.0,0.0,0.0,0.0644975026449
680913000000,0.0,0.0,0.0,0.0,0.0,0.059720102946
681013000000,0.0289509452532,0.0289700325227,0.0,0.0,0.0,0.053243637085
681114000000,0.0282281885559,0.0288973034677,0.0,0.0,0.0,0.0502338833279
681213000000,0.0311653770744,0.0396473964377,0.0,0.0,0.0,0.0453406863742
681313000000,0.0336630010098,0.0550806789822,0.0,0.0,0.0,0.0436784532335
681413000000,0.0271987098327,0.0839487858759,0.0,0.0,0.0,0.0384223514133
681513000000,0.0086790367577,0.111845084868,0.0,0.0,0.0,0.0328980339898
681613000000,-0.0659896928169,0.16446854907,0.0,0.0,0.0,0.0285954369439
681714000000,-0.143493652452,0.202342073502,0.0,0.0,0.0,0.0277270846897
681813000000,-0.235559801755,0.244307875653,0.0,0.0,0.0,0.0262983957926
681913000000,-0.2671607544,0.267194578147,0.0,0.0,0.0,0.0276825375027
682013000000,-0.311199867492,0.266966879449,0.0,0.0,0.0,0.0239013671875
682113000000,-0.390395215681,0.163507286986,0.0,0.0,0.0,0.0222444746229
682213000000,-0.42497978545,-0.202602975614,0.0,0.0,0.0,0.0201236724854
682313000000,-0.382689689973,-0.302119356479,0.0,0.0,0.0,0.0190616607666
682415000000,-0.355337149496,-0.34522724285,0.0,0.0,0.0,0.0194294823541
682514000000,-0.351769040178,-0.351291970297,0.0,0.0,0.0,0.0166425069173
682613000000,-0.351147925076,-0.353502266395,0.0,0.0,0.0,0.0135913848877
682713000000,-0.345054219585,-0.359828359524,0.0,0.0,0.0,0.0142765045166
682813000000,-0.305315845182,-0.394431214257,0.0,0.0,0.0,0.0127152760824
682913000000,-0.240350694801,-0.437197790809,0.0,0.0,0.0,0.0125081804064
683013000000,-0.041531744482,-0.497429592386,0.0,0.0,0.0,0.0124162038167
683123000000,0.0979073577721,-0.489672958759,0.0,0.0,0.0,0.0104385799832
683213000000,0.240167836182,-0.438099587798,0.0,0.0,0.0,0.00773540072971
683314000000,0.296644721406,-0.402150958221,0.0,0.0,0.0,0.00804799397786
683413000000,0.327688517795,-0.377372833014,0.0,0.0,0.0,0.0106356726752
683514000000,0.348279976488,-0.35852456193,0.0,0.0,0.0,0.0126247406006
683615000000,0.355722256287,-0.351173196249,0.0,0.0,0.0,0.0128049638536
683713000000,0.358159031749,-0.348702872103,0.0,0.0,0.0,0.0159580230713
683814000000,0.358981067649,-0.347866516731,0.0,0.0,0.0,0.0137107425266
683914000000,0.35973689043,-0.347094390151,0.0,0.0,0.0,0.0166833665636
684013000000,0.361564900576,-0.345193432825,0.0,0.0,0.0,0.0194710201687
684114000000,0.369227904169,-0.336986975232,0.0,0.0,0.0,0.0224185943604
684214000000,0.379150608227,-0.325783720516,0.0,0.0,0.0,0.0211074829102
684318000000,0.40299168202,-0.295784874345,0.0,0.0,0.0,0.0204251607259
684416000000,0.43666254749,-0.243349194793,0.0,0.0,0.0,0.0184630499946
684514000000,0.464641838051,-0.184401442273,0.0,0.0,0.0,0.0200236002604
684614000000,0.488415258975,-0.106543049267,0.0,0.0,0.0,0.019590971205
684713000000,0.499281564013,-0.0250099029418,0.0,0.0,0.0,0.0164177364773
684814000000,0.4895757888,0.101176760166,0.0,0.0,0.0,0.0184978061252
684914000000,0.45600650413,0.204923079934,0.0,0.0,0.0,0.0175517188178
685013000000,0.429299321941,0.256213797146,0.0,0.0,0.0,0.016297615899
685113000000,0.403811032726,0.294765098284,0.0,0.0,0.0,0.01474609375
685213000000,0.371427814525,0.334661129148,0.0,0.0,0.0,0.0130066341824
685314000000,0.347264027204,0.359678829242,0.0,0.0,0.0,0.016184065077
685413000000,0.335455221875,0.370719536379,0.0,0.0,0.0,0.0169553968641
685513000000,0.323081019759,0.381554625483,0.0,0.0,0.0,0.0160649617513
685616000000,0.317870077169,0.385907770365,0.0,0.0,0.0,0.0131828731961
685714000000,0.313607120353,0.389381055309,0.0,0.0,0.0,0.0153828938802
685813000000,0.312520974905,0.390253695264,0.0,0.0,0.0,0.0127248975966
685913000000,0.312243356153,0.390475975017,0.0,0.0,0.0,0.0121915181478
686013000000,0.31233406788,0.390403211361,0.0,0.0,0.0,0.00944582621257
686113000000,0.311985741301,0.390681270814,0.0,0.0,0.0,0.00797415839301
686213000000,0.309252172608,0.392848009413,0.0,0.0,0.0,0.0112250857883
686314000000,0.304983765095,0.396170470463,0.0,0.0,0.0,0.0109759436713
686413000000,0.293200066093,0.404968280441,0.0,0.0,0.0,0.00944192674425
686513000000,0.28038373359,0.413944604364,0.0,0.0,0.0,0.0118271297879
686613000000,0.250946067833,0.43242408778,0.0,0.0,0.0,0.0104996151394
686714000000,0.222710606876,0.44762056353,0.0,0.0,0.0,0.0109335157606
686813000000,0.164768638501,0.472033095654,0.0,0.0,0.0,0.0085334777832
686913000000,0.113991048819,0.486795764759,0.0,0.0,0.0,0.0100620693631
687014000000,0.0209456385053,0.499526105998,0.0,0.0,0.0,0.00764431423611
687114000000,-0.0477065695431,0.497685085306,0.0,0.0,0.0,0.00581893920898
